Time,WiFi fingerprint serial number,WiFi AP serial number,Total number of AP scanned,WiFi SSID,WiFi BSSID,WiFi Frequency (MHz),WiFi RSSI (dBm),Magnetic x (µT),Magnetic y (µT),Magnetic z (µT),GPS Longitude (°),GPS Latitude (°),GPS Altitude (m),Orientation Azimuth (°),Orientation Pitch (°),Orientation Roll (°),Phone Model,Student ID,Reference Point ID
2025:01:24:10:19:36,1,14,36,DLU-Teacher,88:dc:97:12:65:57,2432,-70,62.156254,-2.8875,-57.80625,108.4448844,11.9572527,1523.699951171875,-1.6095252,-0.007515728,-0.025641622,SM-S908E,2212343,RP17
2025:01:24:10:19:36,1,15,36,DLU-Teacher,88:dc:97:12:64:82,2452,-65,62.156254,-2.8875,-57.80625,108.4448844,11.9572527,1523.699951171875,-1.6095252,-0.007515728,-0.025641622,SM-S908E,2212343,RP17
2025:01:24:10:19:36,1,16,36,DLU-Teacher,88:dc:97:12:64:83,5300,-65,62.156254,-2.8875,-57.80625,108.4448844,11.9572527,1523.699951171875,-1.6095252,-0.007515728,-0.025641622,SM-S908E,2212343,RP17
2025:01:24:10:19:36,1,17,36,DLU-Student,8e:dc:97:12:62:c7,5785,-89,62.156254,-2.8875,-57.80625,108.4448844,11.9572527,1523.699951171875,-1.6095252,-0.007515728,-0.025641622,SM-S908E,2212343,RP17
2025:01:24:10:19:36,1,18,36,DLU-Student,8e:dc:97:12:62:c6,2432,-83,62.156254,-2.8875,-57.80625,108.4448844,11.9572527,1523.699951171875,-1.6095252,-0.007515728,-0.025641622,SM-S908E,2212343,RP17
2025:01:24:10:19:36,1,19,36,DLU-Student,8e:dc:97:12:64:82,2452,-65,62.156254,-2.8875,-57.80625,108.4448844,11.9572527,1523.699951171875,-1.6095252,-0.007515728,-0.025641622,SM-S908E,2212343,RP17
2025:01:24:10:19:36,1,20,36,DLU-Student,8e:dc:97:12:64:83,5300,-65,62.156254,-2.8875,-57.80625,108.4448844,11.9572527,1523.699951171875,-1.6095252,-0.007515728,-0.025641622,SM-S908E,2212343,RP17
2025:01:24:10:19:36,1,21,36,DLU-Teacher,88:dc:97:12:65:58,5220,-79,62.156254,-2.8875,-57.80625,108.4448844,11.9572527,1523.699951171875,-1.6095252,-0.007515728,-0.025641622,SM-S908E,2212343,RP17
2025:01:24:10:19:36,1,22,36,DLU-Teacher,88:dc:97:12:65:2b,5200,-42,62.156254,-2.8875,-57.80625,108.4448844,11.9572527,1523.699951171875,-1.6095252,-0.007515728,-0.025641622,SM-S908E,2212343,RP17
2025:01:24:10:19:36,1,23,36,DLU-Teacher,88:dc:97:12:65:2a,2422,-54,62.156254,-2.8875,-57.80625,108.4448844,11.9572527,1523.699951171875,-1.6095252,-0.007515728,-0.025641622,SM-S908E,2212343,RP17
2025:01:24:10:19:36,1,24,36,DLU-Student,8e:dc:97:12:64:c4,2447,-75,62.156254,-2.8875,-57.80625,108.4448844,11.9572527,1523.699951171875,-1.6095252,-0.007515728,-0.025641622,SM-S908E,2212343,RP17
2025:01:24:10:19:36,1,25,36,DLU-Student,8e:dc:97:12:64:c5,5240,-84,62.156254,-2.8875,-57.80625,108.4448844,11.9572527,1523.699951171875,-1.6095252,-0.007515728,-0.025641622,SM-S908E,2212343,RP17
2025:01:24:10:19:36,1,26,36,CAN TIN THU VIEN,c0:a4:76:23:18:e4,2437,-85,62.156254,-2.8875,-57.80625,108.4448844,11.9572527,1523.699951171875,-1.6095252,-0.007515728,-0.025641622,SM-S908E,2212343,RP17
2025:01:24:10:19:36,1,27,36,DLU-Teacher,88:dc:97:12:62:d0,5240,-75,62.156254,-2.8875,-57.80625,108.4448844,11.9572527,1523.699951171875,-1.6095252,-0.007515728,-0.025641622,SM-S908E,2212343,RP17
2025:01:24:10:19:36,1,28,36,,4c:12:e8:9a:2d:00,2422,-86,62.156254,-2.8875,-57.80625,108.4448844,11.9572527,1523.699951171875,-1.6095252,-0.007515728,-0.025641622,SM-S908E,2212343,RP17
2025:01:24:10:19:36,1,29,36,DLU-Student,8e:dc:97:12:65:2a,2422,-54,62.156254,-2.8875,-57.80625,108.4448844,11.9572527,1523.699951171875,-1.6095252,-0.007515728,-0.025641622,SM-S908E,2212343,RP17
2025:01:24:10:19:36,1,30,36,DLU-Student,8e:dc:97:12:62:d0,5240,-75,62.156254,-2.8875,-57.80625,108.4448844,11.9572527,1523.699951171875,-1.6095252,-0.007515728,-0.025641622,SM-S908E,2212343,RP17
2025:01:24:10:19:36,1,31,36,DLU-Teacher,88:dc:97:12:65:22,5220,-64,62.156254,-2.8875,-57.80625,108.4448844,11.9572527,1523.699951171875,-1.6095252,-0.007515728,-0.025641622,SM-S908E,2212343,RP17
2025:01:24:10:19:36,1,32,36,DLU-Teacher,88:dc:97:12:65:21,2452,-60,62.156254,-2.8875,-57.80625,108.4448844,11.9572527,1523.699951171875,-1.6095252,-0.007515728,-0.025641622,SM-S908E,2212343,RP17
2025:01:24:10:19:36,1,33,36,DLU-Student,8e:dc:97:12:65:58,5220,-79,62.156254,-2.8875,-57.80625,108.4448844,11.9572527,1523.699951171875,-1.6095252,-0.007515728,-0.025641622,SM-S908E,2212343,RP17
2025:01:24:10:19:36,1,34,36,Free Wi-MESH,b4:5d:50:d7:e9:41,2437,-70,62.156254,-2.8875,-57.80625,108.4448844,11.9572527,1523.699951171875,-1.6095252,-0.007515728,-0.025641622,SM-S908E,2212343,RP17
2025:01:24:10:19:36,1,35,36,DLU-Teacher,88:dc:97:12:65:64,5805,-67,62.156254,-2.8875,-57.80625,108.4448844,11.9572527,1523.699951171875,-1.6095252,-0.007515728,-0.025641622,SM-S908E,2212343,RP17
2025:01:24:10:19:36,1,36,36,DLU-Teacher,88:dc:97:12:65:63,2412,-69,62.156254,-2.8875,-57.80625,108.4448844,11.9572527,1523.699951171875,-1.6095252,-0.007515728,-0.025641622,SM-S908E,2212343,RP17
2025:01:24:10:20:13,2,1,38,DLU-Teacher,88:dc:97:12:62:cf,2427,-73,62.925003,-2.04375,-56.812504,108.4447609,11.9572536,1523.699951171875,-1.594987,-0.00888651,-0.020532884,SM-S908E,2212343,RP17
2025:01:24:10:20:13,2,2,38,DLU-Student,8e:dc:97:12:65:63,2412,-76,62.925003,-2.04375,-56.812504,108.4447609,11.9572536,1523.699951171875,-1.594987,-0.00888651,-0.020532884,SM-S908E,2212343,RP17
2025:01:24:10:20:13,2,3,38,DLU-Student,8e:dc:97:12:65:21,2452,-61,62.925003,-2.04375,-56.812504,108.4447609,11.9572536,1523.699951171875,-1.594987,-0.00888651,-0.020532884,SM-S908E,2212343,RP17
2025:01:24:10:20:13,2,4,38,DLU-Student,8e:dc:97:12:65:64,5805,-81,62.925003,-2.04375,-56.812504,108.4447609,11.9572536,1523.699951171875,-1.594987,-0.00888651,-0.020532884,SM-S908E,2212343,RP17
2025:01:24:10:20:13,2,5,38,,c2:a4:76:53:18:e4,2437,-77,62.925003,-2.04375,-56.812504,108.4447609,11.9572536,1523.699951171875,-1.594987,-0.00888651,-0.020532884,SM-S908E,2212343,RP17
2025:01:24:10:20:13,2,6,38,DLU-Student,8e:dc:97:12:65:2b,5200,-60,62.925003,-2.04375,-56.812504,108.4447609,11.9572536,1523.699951171875,-1.594987,-0.00888651,-0.020532884,SM-S908E,2212343,RP17
2025:01:24:10:20:13,2,7,38,DLU-Teacher,88:dc:97:12:64:c4,2447,-63,62.925003,-2.04375,-56.812504,108.4447609,11.9572536,1523.699951171875,-1.594987,-0.00888651,-0.020532884,SM-S908E,2212343,RP17
2025:01:24:10:20:13,2,8,38,DLU-Teacher,88:dc:97:12:62:c6,2432,-78,62.925003,-2.04375,-56.812504,108.4447609,11.9572536,1523.699951171875,-1.594987,-0.00888651,-0.020532884,SM-S908E,2212343,RP17
2025:01:24:10:20:13,2,9,38,DLU-Student,8e:dc:97:12:62:cf,2427,-73,62.925003,-2.04375,-56.812504,108.4447609,11.9572536,1523.699951171875,-1.594987,-0.00888651,-0.020532884,SM-S908E,2212343,RP17
2025:01:24:10:20:13,2,10,38,Free Wi-MESH,b4:5d:50:d7:e9:51,5220,-74,62.925003,-2.04375,-56.812504,108.4447609,11.9572536,1523.699951171875,-1.594987,-0.00888651,-0.020532884,SM-S908E,2212343,RP17
2025:01:24:10:20:13,2,11,38,DLU - WIMESH,b4:5d:50:d7:e9:50,5220,-75,62.925003,-2.04375,-56.812504,108.4447609,11.9572536,1523.699951171875,-1.594987,-0.00888651,-0.020532884,SM-S908E,2212343,RP17
2025:01:24:10:20:13,2,12,38,DLU-Student,8e:dc:97:12:62:cd,5220,-89,62.925003,-2.04375,-56.812504,108.4447609,11.9572536,1523.699951171875,-1.594987,-0.00888651,-0.020532884,SM-S908E,2212343,RP17
2025:01:24:10:20:13,2,13,38,DLU-Teacher,88:dc:97:12:64:c5,5240,-75,62.925003,-2.04375,-56.812504,108.4447609,11.9572536,1523.699951171875,-1.594987,-0.00888651,-0.020532884,SM-S908E,2212343,RP17
2025:01:24:10:20:13,2,14,38,DLU-Teacher,88:dc:97:12:62:c7,5785,-83,62.925003,-2.04375,-56.812504,108.4447609,11.9572536,1523.699951171875,-1.594987,-0.00888651,-0.020532884,SM-S908E,2212343,RP17
2025:01:24:10:20:13,2,15,38,DLU-Student,8e:dc:97:12:65:22,5220,-64,62.925003,-2.04375,-56.812504,108.4447609,11.9572536,1523.699951171875,-1.594987,-0.00888651,-0.020532884,SM-S908E,2212343,RP17
2025:01:24:10:20:13,2,16,38,DLU-Teacher,88:dc:97:12:65:57,2432,-71,62.925003,-2.04375,-56.812504,108.4447609,11.9572536,1523.699951171875,-1.594987,-0.00888651,-0.020532884,SM-S908E,2212343,RP17
2025:01:24:10:20:13,2,17,38,DLU-Teacher,88:dc:97:12:64:82,2452,-64,62.925003,-2.04375,-56.812504,108.4447609,11.9572536,1523.699951171875,-1.594987,-0.00888651,-0.020532884,SM-S908E,2212343,RP17
2025:01:24:10:20:13,2,18,38,DLU-Teacher,88:dc:97:12:64:83,5300,-70,62.925003,-2.04375,-56.812504,108.4447609,11.9572536,1523.699951171875,-1.594987,-0.00888651,-0.020532884,SM-S908E,2212343,RP17
2025:01:24:10:20:13,2,19,38,DLU-Student,8e:dc:97:12:62:c7,5785,-83,62.925003,-2.04375,-56.812504,108.4447609,11.9572536,1523.699951171875,-1.594987,-0.00888651,-0.020532884,SM-S908E,2212343,RP17
2025:01:24:10:20:13,2,20,38,DLU-Student,8e:dc:97:12:62:c6,2432,-78,62.925003,-2.04375,-56.812504,108.4447609,11.9572536,1523.699951171875,-1.594987,-0.00888651,-0.020532884,SM-S908E,2212343,RP17
2025:01:24:10:20:13,2,21,38,DLU-Student,8e:dc:97:12:64:82,2452,-64,62.925003,-2.04375,-56.812504,108.4447609,11.9572536,1523.699951171875,-1.594987,-0.00888651,-0.020532884,SM-S908E,2212343,RP17
2025:01:24:10:20:13,2,22,38,DLU-Student,8e:dc:97:12:64:83,5300,-70,62.925003,-2.04375,-56.812504,108.4447609,11.9572536,1523.699951171875,-1.594987,-0.00888651,-0.020532884,SM-S908E,2212343,RP17
2025:01:24:10:20:13,2,23,38,DLU-Teacher,88:dc:97:12:65:58,5220,-75,62.925003,-2.04375,-56.812504,108.4447609,11.9572536,1523.699951171875,-1.594987,-0.00888651,-0.020532884,SM-S908E,2212343,RP17
2025:01:24:10:20:13,2,24,38,DLU-Teacher,88:dc:97:12:65:2b,5200,-60,62.925003,-2.04375,-56.812504,108.4447609,11.9572536,1523.699951171875,-1.594987,-0.00888651,-0.020532884,SM-S908E,2212343,RP17
2025:01:24:10:20:13,2,25,38,DLU-Teacher,88:dc:97:12:65:2a,2422,-60,62.925003,-2.04375,-56.812504,108.4447609,11.9572536,1523.699951171875,-1.594987,-0.00888651,-0.020532884,SM-S908E,2212343,RP17
2025:01:24:10:20:13,2,26,38,DLU-Student,8e:dc:97:12:64:c4,2447,-64,62.925003,-2.04375,-56.812504,108.4447609,11.9572536,1523.699951171875,-1.594987,-0.00888651,-0.020532884,SM-S908E,2212343,RP17
2025:01:24:10:20:13,2,27,38,DLU-Student,8e:dc:97:12:64:c5,5240,-75,62.925003,-2.04375,-56.812504,108.4447609,11.9572536,1523.699951171875,-1.594987,-0.00888651,-0.020532884,SM-S908E,2212343,RP17
2025:01:24:10:20:13,2,28,38,CAN TIN THU VIEN,c0:a4:76:23:18:e4,2437,-77,62.925003,-2.04375,-56.812504,108.4447609,11.9572536,1523.699951171875,-1.594987,-0.00888651,-0.020532884,SM-S908E,2212343,RP17
2025:01:24:10:20:13,2,29,38,DLU-Teacher,88:dc:97:12:62:d0,5240,-71,62.925003,-2.04375,-56.812504,108.4447609,11.9572536,1523.699951171875,-1.594987,-0.00888651,-0.020532884,SM-S908E,2212343,RP17
2025:01:24:10:20:13,2,30,38,,4c:12:e8:9a:2d:00,2422,-86,62.925003,-2.04375,-56.812504,108.4447609,11.9572536,1523.699951171875,-1.594987,-0.00888651,-0.020532884,SM-S908E,2212343,RP17
2025:01:24:10:20:13,2,31,38,DLU-Student,8e:dc:97:12:65:2a,2422,-60,62.925003,-2.04375,-56.812504,108.4447609,11.9572536,1523.699951171875,-1.594987,-0.00888651,-0.020532884,SM-S908E,2212343,RP17
2025:01:24:10:20:13,2,32,38,DLU-Student,8e:dc:97:12:62:d0,5240,-72,62.925003,-2.04375,-56.812504,108.4447609,11.9572536,1523.699951171875,-1.594987,-0.00888651,-0.020532884,SM-S908E,2212343,RP17
2025:01:24:10:20:13,2,33,38,DLU-Teacher,88:dc:97:12:65:22,5220,-64,62.925003,-2.04375,-56.812504,108.4447609,11.9572536,1523.699951171875,-1.594987,-0.00888651,-0.020532884,SM-S908E,2212343,RP17
2025:01:24:10:20:13,2,34,38,DLU-Teacher,88:dc:97:12:65:21,2452,-61,62.925003,-2.04375,-56.812504,108.4447609,11.9572536,1523.699951171875,-1.594987,-0.00888651,-0.020532884,SM-S908E,2212343,RP17
2025:01:24:10:20:13,2,35,38,DLU-Student,8e:dc:97:12:65:58,5220,-75,62.925003,-2.04375,-56.812504,108.4447609,11.9572536,1523.699951171875,-1.594987,-0.00888651,-0.020532884,SM-S908E,2212343,RP17
2025:01:24:10:20:13,2,36,38,DLU-Student,8e:dc:97:12:65:57,2432,-71,62.925003,-2.04375,-56.812504,108.4447609,11.9572536,1523.699951171875,-1.594987,-0.00888651,-0.020532884,SM-S908E,2212343,RP17
2025:01:24:10:20:13,2,37,38,DLU-Teacher,88:dc:97:12:65:64,5805,-82,62.925003,-2.04375,-56.812504,108.4447609,11.9572536,1523.699951171875,-1.594987,-0.00888651,-0.020532884,SM-S908E,2212343,RP17
2025:01:24:10:20:13,2,38,38,DLU-Teacher,88:dc:97:12:65:63,2412,-75,62.925003,-2.04375,-56.812504,108.4447609,11.9572536,1523.699951171875,-1.594987,-0.00888651,-0.020532884,SM-S908E,2212343,RP17
2025:01:24:10:21:09,3,1,41,DLU-Teacher,88:dc:97:12:62:cf,2427,-71,63.112503,-1.7625,-56.775,108.4446984,11.9573489,1523.699951171875,-1.5907663,-0.008634773,-0.020455936,SM-S908E,2212343,RP17
2025:01:24:10:21:09,3,2,41,DLU-Teacher,88:dc:97:12:62:cd,5220,-86,63.112503,-1.7625,-56.775,108.4446984,11.9573489,1523.699951171875,-1.5907663,-0.008634773,-0.020455936,SM-S908E,2212343,RP17
2025:01:24:10:21:09,3,3,41,DLU-Teacher,88:dc:97:12:62:cc,2417,-85,63.112503,-1.7625,-56.775,108.4446984,11.9573489,1523.699951171875,-1.5907663,-0.008634773,-0.020455936,SM-S908E,2212343,RP17
2025:01:24:10:21:09,3,4,41,DLU-Student,8e:dc:97:12:65:21,2452,-62,63.112503,-1.7625,-56.775,108.4446984,11.9573489,1523.699951171875,-1.5907663,-0.008634773,-0.020455936,SM-S908E,2212343,RP17
2025:01:24:10:21:09,3,5,41,DLU-Student,8e:dc:97:12:65:64,5805,-83,63.112503,-1.7625,-56.775,108.4446984,11.9573489,1523.699951171875,-1.5907663,-0.008634773,-0.020455936,SM-S908E,2212343,RP17
2025:01:24:10:21:09,3,6,41,,c2:a4:76:53:18:e4,2437,-85,63.112503,-1.7625,-56.775,108.4446984,11.9573489,1523.699951171875,-1.5907663,-0.008634773,-0.020455936,SM-S908E,2212343,RP17
2025:01:24:10:21:09,3,7,41,DLU-Student,8e:dc:97:12:65:2b,5200,-64,63.112503,-1.7625,-56.775,108.4446984,11.9573489,1523.699951171875,-1.5907663,-0.008634773,-0.020455936,SM-S908E,2212343,RP17
2025:01:24:10:21:09,3,8,41,DLU-Teacher,88:dc:97:12:64:c4,2447,-65,63.112503,-1.7625,-56.775,108.4446984,11.9573489,1523.699951171875,-1.5907663,-0.008634773,-0.020455936,SM-S908E,2212343,RP17
2025:01:24:10:21:09,3,9,41,DLU-Teacher,88:dc:97:12:62:c6,2432,-77,63.112503,-1.7625,-56.775,108.4446984,11.9573489,1523.699951171875,-1.5907663,-0.008634773,-0.020455936,SM-S908E,2212343,RP17
2025:01:24:10:21:09,3,10,41,DLU-Student,8e:dc:97:12:62:cf,2427,-71,63.112503,-1.7625,-56.775,108.4446984,11.9573489,1523.699951171875,-1.5907663,-0.008634773,-0.020455936,SM-S908E,2212343,RP17
2025:01:24:10:21:09,3,11,41,Free Wi-MESH,b4:5d:50:d7:e9:51,5220,-74,63.112503,-1.7625,-56.775,108.4446984,11.9573489,1523.699951171875,-1.5907663,-0.008634773,-0.020455936,SM-S908E,2212343,RP17
2025:01:24:10:21:09,3,12,41,DLU - WIMESH,b4:5d:50:d7:e9:50,5220,-74,63.112503,-1.7625,-56.775,108.4446984,11.9573489,1523.699951171875,-1.5907663,-0.008634773,-0.020455936,SM-S908E,2212343,RP17
2025:01:24:10:21:09,3,13,41,DLU-Student,8e:dc:97:12:62:cd,5220,-86,63.112503,-1.7625,-56.775,108.4446984,11.9573489,1523.699951171875,-1.5907663,-0.008634773,-0.020455936,SM-S908E,2212343,RP17
2025:01:24:10:21:09,3,14,41,DLU-Teacher,88:dc:97:12:64:c5,5240,-79,63.112503,-1.7625,-56.775,108.4446984,11.9573489,1523.699951171875,-1.5907663,-0.008634773,-0.020455936,SM-S908E,2212343,RP17
2025:01:24:10:21:09,3,15,41,DLU-Teacher,88:dc:97:12:62:c7,5785,-86,63.112503,-1.7625,-56.775,108.4446984,11.9573489,1523.699951171875,-1.5907663,-0.008634773,-0.020455936,SM-S908E,2212343,RP17
2025:01:24:10:21:09,3,16,41,DLU-Student,8e:dc:97:12:65:22,5220,-59,63.112503,-1.7625,-56.775,108.4446984,11.9573489,1523.699951171875,-1.5907663,-0.008634773,-0.020455936,SM-S908E,2212343,RP17
2025:01:24:10:21:09,3,17,41,DLU-Teacher,88:dc:97:12:65:57,2432,-72,63.112503,-1.7625,-56.775,108.4446984,11.9573489,1523.699951171875,-1.5907663,-0.008634773,-0.020455936,SM-S908E,2212343,RP17
2025:01:24:10:21:09,3,18,41,DLU-Teacher,88:dc:97:12:64:82,2452,-67,63.112503,-1.7625,-56.775,108.4446984,11.9573489,1523.699951171875,-1.5907663,-0.008634773,-0.020455936,SM-S908E,2212343,RP17
2025:01:24:10:21:09,3,19,41,DLU-Teacher,88:dc:97:12:64:83,5300,-68,63.112503,-1.7625,-56.775,108.4446984,11.9573489,1523.699951171875,-1.5907663,-0.008634773,-0.020455936,SM-S908E,2212343,RP17
2025:01:24:10:21:09,3,20,41,DLU-Student,8e:dc:97:12:62:c7,5785,-86,63.112503,-1.7625,-56.775,108.4446984,11.9573489,1523.699951171875,-1.5907663,-0.008634773,-0.020455936,SM-S908E,2212343,RP17
2025:01:24:10:21:09,3,21,41,DLU-Student,8e:dc:97:12:62:c6,2432,-77,63.112503,-1.7625,-56.775,108.4446984,11.9573489,1523.699951171875,-1.5907663,-0.008634773,-0.020455936,SM-S908E,2212343,RP17
2025:01:24:10:21:09,3,22,41,DLU-Student,8e:dc:97:12:64:82,2452,-67,63.112503,-1.7625,-56.775,108.4446984,11.9573489,1523.699951171875,-1.5907663,-0.008634773,-0.020455936,SM-S908E,2212343,RP17
2025:01:24:10:21:09,3,23,41,DLU-Student,8e:dc:97:12:64:83,5300,-68,63.112503,-1.7625,-56.775,108.4446984,11.9573489,1523.699951171875,-1.5907663,-0.008634773,-0.020455936,SM-S908E,2212343,RP17
2025:01:24:10:21:09,3,24,41,DLU-Teacher,88:dc:97:12:65:58,5220,-74,63.112503,-1.7625,-56.775,108.4446984,11.9573489,1523.699951171875,-1.5907663,-0.008634773,-0.020455936,SM-S908E,2212343,RP17
2025:01:24:10:21:09,3,25,41,DLU-Teacher,88:dc:97:12:65:2b,5200,-64,63.112503,-1.7625,-56.775,108.4446984,11.9573489,1523.699951171875,-1.5907663,-0.008634773,-0.020455936,SM-S908E,2212343,RP17
2025:01:24:10:21:09,3,26,41,DLU-Teacher,88:dc:97:12:65:2a,2422,-59,63.112503,-1.7625,-56.775,108.4446984,11.9573489,1523.699951171875,-1.5907663,-0.008634773,-0.020455936,SM-S908E,2212343,RP17
2025:01:24:10:21:09,3,27,41,DLU-Student,8e:dc:97:12:64:c4,2447,-65,63.112503,-1.7625,-56.775,108.4446984,11.9573489,1523.699951171875,-1.5907663,-0.008634773,-0.020455936,SM-S908E,2212343,RP17
2025:01:24:10:21:09,3,28,41,DLU-Student,8e:dc:97:12:64:c5,5240,-79,63.112503,-1.7625,-56.775,108.4446984,11.9573489,1523.699951171875,-1.5907663,-0.008634773,-0.020455936,SM-S908E,2212343,RP17
2025:01:24:10:21:09,3,29,41,DLU-Teacher,88:dc:97:12:62:d0,5240,-71,63.112503,-1.7625,-56.775,108.4446984,11.9573489,1523.699951171875,-1.5907663,-0.008634773,-0.020455936,SM-S908E,2212343,RP17
2025:01:24:10:21:09,3,30,41,,4c:12:e8:9a:2d:00,2422,-87,63.112503,-1.7625,-56.775,108.4446984,11.9573489,1523.699951171875,-1.5907663,-0.008634773,-0.020455936,SM-S908E,2212343,RP17
2025:01:24:10:21:09,3,31,41,DLU - WIMESH,b4:5d:50:d7:e9:40,2437,-69,63.112503,-1.7625,-56.775,108.4446984,11.9573489,1523.699951171875,-1.5907663,-0.008634773,-0.020455936,SM-S908E,2212343,RP17
2025:01:24:10:21:09,3,32,41,DLU-Student,8e:dc:97:12:65:2a,2422,-59,63.112503,-1.7625,-56.775,108.4446984,11.9573489,1523.699951171875,-1.5907663,-0.008634773,-0.020455936,SM-S908E,2212343,RP17
2025:01:24:10:21:09,3,33,41,DLU-Student,8e:dc:97:12:62:d0,5240,-71,63.112503,-1.7625,-56.775,108.4446984,11.9573489,1523.699951171875,-1.5907663,-0.008634773,-0.020455936,SM-S908E,2212343,RP17
2025:01:24:10:21:09,3,34,41,DLU-Teacher,88:dc:97:12:65:22,5220,-59,63.112503,-1.7625,-56.775,108.4446984,11.9573489,1523.699951171875,-1.5907663,-0.008634773,-0.020455936,SM-S908E,2212343,RP17
2025:01:24:10:21:09,3,35,41,DLU-ThuVien,68:ff:7b:d4:f1:cf,2427,-88,63.112503,-1.7625,-56.775,108.4446984,11.9573489,1523.699951171875,-1.5907663,-0.008634773,-0.020455936,SM-S908E,2212343,RP17
2025:01:24:10:21:09,3,36,41,DLU-Teacher,88:dc:97:12:65:21,2452,-62,63.112503,-1.7625,-56.775,108.4446984,11.9573489,1523.699951171875,-1.5907663,-0.008634773,-0.020455936,SM-S908E,2212343,RP17
2025:01:24:10:21:09,3,37,41,DLU-Student,8e:dc:97:12:65:58,5220,-74,63.112503,-1.7625,-56.775,108.4446984,11.9573489,1523.699951171875,-1.5907663,-0.008634773,-0.020455936,SM-S908E,2212343,RP17
2025:01:24:10:21:09,3,38,41,DLU-Student,8e:dc:97:12:65:57,2432,-73,63.112503,-1.7625,-56.775,108.4446984,11.9573489,1523.699951171875,-1.5907663,-0.008634773,-0.020455936,SM-S908E,2212343,RP17
2025:01:24:10:21:09,3,39,41,Free Wi-MESH,b4:5d:50:d7:e9:41,2437,-69,63.112503,-1.7625,-56.775,108.4446984,11.9573489,1523.699951171875,-1.5907663,-0.008634773,-0.020455936,SM-S908E,2212343,RP17
