Time,WiFi fingerprint serial number,WiFi AP serial number,Total number of AP scanned,WiFi SSID,WiFi BSSID,WiFi Frequency (MHz),WiFi RSSI (dBm),Magnetic x (µT),Magnetic y (µT),Magnetic z (µT),GPS Longitude (°),GPS Latitude (°),GPS Altitude (m),Orientation Azimuth (°),Orientation Pitch (°),Orientation Roll (°),Phone Model,Student ID,Reference Point ID
2026:09:06:16:58:05,2,4,30,DLU-Student-Lib,8e:dc:97:12:62:c7,5500,-59,,,,,,,,,,M2012K11C,2212343,RP47
2026:09:06:16:58:05,2,5,30,DLU-Student-Lib,8e:dc:97:12:62:c6,2452,-66,,,,,,,,,,M2012K11C,2212343,RP47
2026:09:06:16:58:05,2,6,30,DLU-Teacher,88:dc:97:12:65:2b,5805,-78,,,,,,,,,,M2012K11C,2212343,RP47
2026:09:06:16:58:05,2,7,30,DLU-Student-Lib,8e:dc:97:12:62:d0,5805,-68,,,,,,,,,,M2012K11C,2212343,RP47
2026:09:06:16:58:05,2,8,30,DLU-Student-Lib,8e:dc:97:12:65:64,5200,-78,,,,,,,,,,M2012K11C,2212343,RP47
2026:09:06:16:58:05,2,9,30,DLU-Teacher,88:dc:97:12:64:c4,2452,-82,,,,,,,,,,M2012K11C,2212343,RP47
2026:09:06:16:58:05,2,10,30,DLU-Teacher,88:dc:97:12:65:58,5280,-74,,,,,,,,,,M2012K11C,2212343,RP47
2026:09:06:16:58:05,2,11,30,DLU-Student-Lib,8e:dc:97:12:64:c4,2452,-83,,,,,,,,,,M2012K11C,2212343,RP47
2026:09:06:16:58:05,2,12,30,DLU-Teacher,88:dc:97:12:65:64,5200,-78,,,,,,,,,,M2012K11C,2212343,RP47
2026:09:06:16:58:05,2,13,30,DLU-Teacher,88:dc:97:12:65:63,2452,-78,,,,,,,,,,M2012K11C,2212343,RP47
2026:09:06:16:58:05,2,14,30,DLU-Student-Lib,8e:dc:97:12:65:2b,5805,-78,,,,,,,,,,M2012K11C,2212343,RP47
2026:09:06:16:58:05,2,15,30,DLU-Teacher,88:dc:97:12:62:c6,2452,-66,,,,,,,,,,M2012K11C,2212343,RP47
2026:09:06:16:58:05,2,16,30,DLU-Teacher,88:dc:97:12:62:c7,5500,-59,,,,,,,,,,M2012K11C,2212343,RP47
2026:09:06:16:58:05,2,17,30,DLU-Student-Lib,8e:dc:97:12:64:82,2432,-65,,,,,,,,,,M2012K11C,2212343,RP47
2026:09:06:16:58:05,2,18,30,DLU-Student-Lib,8e:dc:97:12:64:83,5300,-64,,,,,,,,,,M2012K11C,2212343,RP47
2026:09:06:16:58:05,2,19,30,DLU-Student-Lib,8e:dc:97:12:65:58,5280,-75,,,,,,,,,,M2012K11C,2212343,RP47
2026:09:06:16:58:05,2,20,30,iPhone (8),b6:40:69:6b:ac:74,2462,-86,,,,,,,,,,M2012K11C,2212343,RP47
2026:09:06:16:58:05,2,21,30,DLU-Teacher,88:dc:97:12:62:cf,2412,-62,,,,,,,,,,M2012K11C,2212343,RP47
2026:09:06:16:58:05,2,22,30,DLU-Teacher,88:dc:97:12:62:cd,5200,-85,,,,,,,,,,M2012K11C,2212343,RP47
2026:09:06:16:58:05,2,23,30,1.Free Wi-MESH,b4:5d:50:d7:e9:51,5220,-56,,,,,,,,,,M2012K11C,2212343,RP47
2026:09:06:16:58:05,2,24,30,DLU - WIMESH,b4:5d:50:d7:e9:50,5220,-57,,,,,,,,,,M2012K11C,2212343,RP47
2026:09:06:16:58:05,2,25,30,DLU-Student-Lib,8e:dc:97:12:62:cd,5200,-86,,,,,,,,,,M2012K11C,2212343,RP47
2026:09:06:16:58:05,2,26,30,DLU-Student-Lib,8e:dc:97:12:65:22,5765,-80,,,,,,,,,,M2012K11C,2212343,RP47
2026:09:06:16:58:05,2,27,30,DLU-Teacher,88:dc:97:12:62:d0,5805,-68,,,,,,,,,,M2012K11C,2212343,RP47
2026:09:06:16:58:05,2,28,30,DLU - WIMESH,b4:5d:50:d7:e9:40,2462,-49,,,,,,,,,,M2012K11C,2212343,RP47
2026:09:06:16:58:05,2,29,30,DLU-Teacher,88:dc:97:12:65:22,5765,-81,,,,,,,,,,M2012K11C,2212343,RP47
2026:09:06:16:58:05,2,30,30,1.Free Wi-MESH,b4:5d:50:d7:e9:41,2462,-51,,,,,,,,,,M2012K11C,2212343,RP47
2026:09:06:16:58:56,3,1,32,DLU-Teacher,88:dc:97:12:65:57,2412,-66,,,,,,,,,,M2012K11C,2212343,RP47
2026:09:06:16:58:56,3,2,32,DLU-Teacher,88:dc:97:12:64:82,2432,-66,,,,,,,,,,M2012K11C,2212343,RP47
2026:09:06:16:58:56,3,3,32,DLU-Teacher,88:dc:97:12:64:83,5300,-65,,,,,,,,,,M2012K11C,2212343,RP47
2026:09:06:16:58:56,3,4,32,DLU-Student-Lib,8e:dc:97:12:62:c7,5500,-61,,,,,,,,,,M2012K11C,2212343,RP47
2026:09:06:16:58:56,3,5,32,DLU-Student-Lib,8e:dc:97:12:62:c6,2452,-63,,,,,,,,,,M2012K11C,2212343,RP47
2026:09:06:16:58:56,3,6,32,DLU-Teacher,88:dc:97:12:65:2b,5805,-75,,,,,,,,,,M2012K11C,2212343,RP47
2026:09:06:16:58:56,3,7,32,DLU_ITC_SRV,7c:7b:68:99:8a:18,2422,-74,,,,,,,,,,M2012K11C,2212343,RP47
2026:09:06:16:58:56,3,8,32,DLU-Student-Lib,8e:dc:97:12:62:d0,5805,-69,,,,,,,,,,M2012K11C,2212343,RP47
2026:09:06:16:58:56,3,9,32,TTTV-Intern2026,58:c1:7a:c2:dd:20,2412,-76,,,,,,,,,,M2012K11C,2212343,RP47
2026:09:06:16:58:56,3,10,32,DLU-Student-Lib,8e:dc:97:12:65:64,5200,-78,,,,,,,,,,M2012K11C,2212343,RP47
2026:09:06:16:58:56,3,11,32,DIRECT-ed-HP M203 LaserJet,5e:ea:1d:bb:49:ed,2462,-77,,,,,,,,,,M2012K11C,2212343,RP47
2026:09:06:16:58:56,3,12,32,DLU-Teacher,88:dc:97:12:65:58,5280,-75,,,,,,,,,,M2012K11C,2212343,RP47
2026:09:06:16:58:56,3,13,32,DLU-Teacher,88:dc:97:12:65:64,5200,-78,,,,,,,,,,M2012K11C,2212343,RP47
2026:09:06:16:58:56,3,14,32,DLU-Teacher,88:dc:97:12:65:63,2452,-80,,,,,,,,,,M2012K11C,2212343,RP47
2026:09:06:16:58:56,3,15,32,DLU-Student-Lib,8e:dc:97:12:65:2b,5805,-75,,,,,,,,,,M2012K11C,2212343,RP47
2026:09:06:16:58:56,3,16,32,DLU-Teacher,88:dc:97:12:62:c6,2452,-62,,,,,,,,,,M2012K11C,2212343,RP47
2026:09:06:16:58:56,3,17,32,DLU-Teacher,88:dc:97:12:62:c7,5500,-61,,,,,,,,,,M2012K11C,2212343,RP47
2026:09:06:16:58:56,3,18,32,DLU-Student-Lib,8e:dc:97:12:64:82,2432,-67,,,,,,,,,,M2012K11C,2212343,RP47
2026:09:06:16:58:56,3,19,32,DLU-Student-Lib,8e:dc:97:12:64:83,5300,-65,,,,,,,,,,M2012K11C,2212343,RP47
2026:09:06:16:58:56,3,20,32,DLU-Student-Lib,8e:dc:97:12:65:58,5280,-74,,,,,,,,,,M2012K11C,2212343,RP47
2026:09:06:16:58:56,3,21,32,Bảo Uyên xinh gái 💗,9a:05:22:19:3f:0e,2437,-80,,,,,,,,,,M2012K11C,2212343,RP47
2026:09:06:16:58:56,3,22,32,DLU-Teacher,88:dc:97:12:62:cf,2412,-66,,,,,,,,,,M2012K11C,2212343,RP47
2026:09:06:16:58:56,3,23,32,DLU-Student-Lib,8e:dc:97:12:65:21,2412,-69,,,,,,,,,,M2012K11C,2212343,RP47
2026:09:06:16:58:56,3,24,32,DLU-Student-Lib,8e:dc:97:12:62:cf,2412,-66,,,,,,,,,,M2012K11C,2212343,RP47
2026:09:06:16:58:56,3,25,32,1.Free Wi-MESH,b4:5d:50:d7:e9:51,5220,-52,,,,,,,,,,M2012K11C,2212343,RP47
2026:09:06:16:58:56,3,26,32,DLU - WIMESH,b4:5d:50:d7:e9:50,5220,-53,,,,,,,,,,M2012K11C,2212343,RP47
2026:09:06:16:58:56,3,27,32,DLU-Student-Lib,8e:dc:97:12:65:22,5765,-79,,,,,,,,,,M2012K11C,2212343,RP47
2026:09:06:16:58:56,3,28,32,DLU-Teacher,88:dc:97:12:62:d0,5805,-68,,,,,,,,,,M2012K11C,2212343,RP47
2026:09:06:16:58:56,3,29,32,DLU - WIMESH,b4:5d:50:d7:e9:40,2462,-54,,,,,,,,,,M2012K11C,2212343,RP47
2026:09:06:16:58:56,3,30,32,DLU-Teacher,88:dc:97:12:65:22,5765,-79,,,,,,,,,,M2012K11C,2212343,RP47
2026:09:06:16:58:56,3,31,32,DLU-Teacher,88:dc:97:12:65:21,2412,-71,,,,,,,,,,M2012K11C,2212343,RP47
2026:09:06:16:58:56,3,32,32,1.Free Wi-MESH,b4:5d:50:d7:e9:41,2462,-52,,,,,,,,,,M2012K11C,2212343,RP47
2026:09:06:16:59:47,4,1,38,DLU-Teacher,88:dc:97:12:64:82,2432,-66,,,,,,,,,,M2012K11C,2212343,RP47
2026:09:06:16:59:47,4,2,38,DLU-Teacher,88:dc:97:12:64:83,5300,-63,,,,,,,,,,M2012K11C,2212343,RP47
2026:09:06:16:59:47,4,3,38,DLU-Student-Lib,8e:dc:97:12:62:c7,5500,-61,,,,,,,,,,M2012K11C,2212343,RP47
2026:09:06:16:59:47,4,4,38,DLU-Student-Lib,8e:dc:97:12:62:c6,2452,-66,,,,,,,,,,M2012K11C,2212343,RP47
2026:09:06:16:59:47,4,5,38,DLU-Teacher,88:dc:97:12:65:2b,5805,-78,,,,,,,,,,M2012K11C,2212343,RP47
2026:09:06:16:59:47,4,6,38,DLU-Teacher,88:dc:97:12:65:2a,2417,-71,,,,,,,,,,M2012K11C,2212343,RP47
2026:09:06:16:59:47,4,7,38,DLU-Student-Lib,8e:dc:97:12:62:d0,5805,-68,,,,,,,,,,M2012K11C,2212343,RP47
2026:09:06:16:59:47,4,8,38,DLU-Student-Lib,8e:dc:97:12:65:63,2452,-75,,,,,,,,,,M2012K11C,2212343,RP47
2026:09:06:16:59:47,4,9,38,TTTV-Intern2026,58:c1:7a:c2:dd:20,2412,-73,,,,,,,,,,M2012K11C,2212343,RP47
2026:09:06:16:59:47,4,10,38,DLU-Student-Lib,8e:dc:97:12:65:64,5200,-81,,,,,,,,,,M2012K11C,2212343,RP47
2026:09:06:16:59:47,4,11,38,DIRECT-ed-HP M203 LaserJet,5e:ea:1d:bb:49:ed,2462,-71,,,,,,,,,,M2012K11C,2212343,RP47
2026:09:06:16:59:47,4,12,38,DLU-Teacher,88:dc:97:12:65:58,5280,-76,,,,,,,,,,M2012K11C,2212343,RP47
2026:09:06:16:59:47,4,13,38,DLU-Student-Lib,8e:dc:97:12:64:c4,2452,-82,,,,,,,,,,M2012K11C,2212343,RP47
2026:09:06:16:59:47,4,14,38,DLU-Teacher,88:dc:97:12:65:64,5200,-80,,,,,,,,,,M2012K11C,2212343,RP47
2026:09:06:16:59:47,4,15,38,DLU-Teacher,88:dc:97:12:65:63,2452,-74,,,,,,,,,,M2012K11C,2212343,RP47
2026:09:06:16:59:47,4,16,38,DLU-Student-Lib,8e:dc:97:12:65:2b,5805,-78,,,,,,,,,,M2012K11C,2212343,RP47
2026:09:06:16:59:47,4,17,38,DLU-Teacher,88:dc:97:12:62:c6,2452,-65,,,,,,,,,,M2012K11C,2212343,RP47
2026:09:06:16:59:47,4,18,38,DLU-Teacher,88:dc:97:12:62:c7,5500,-61,,,,,,,,,,M2012K11C,2212343,RP47
2026:09:06:16:59:47,4,19,38,DLU-Student-Lib,8e:dc:97:12:64:82,2432,-66,,,,,,,,,,M2012K11C,2212343,RP47
2026:09:06:16:59:47,4,20,38,DLU-Student-Lib,8e:dc:97:12:64:83,5300,-64,,,,,,,,,,M2012K11C,2212343,RP47
2026:09:06:16:59:47,4,21,38,DLU - WIMESH,94:b4:0f:e3:1d:40,2462,-84,,,,,,,,,,M2012K11C,2212343,RP47
2026:09:06:16:59:47,4,22,38,Bảo Uyên xinh gái 💗,9a:05:22:19:3f:0e,2437,-70,,,,,,,,,,M2012K11C,2212343,RP47
2026:09:06:16:59:47,4,23,38,DLU-Student-Lib,8e:dc:97:12:65:58,5280,-75,,,,,,,,,,M2012K11C,2212343,RP47
2026:09:06:16:59:47,4,24,38,DLU-Teacher,88:dc:97:12:62:cf,2412,-63,,,,,,,,,,M2012K11C,2212343,RP47
2026:09:06:16:59:47,4,25,38,DLU-Teacher,88:dc:97:12:62:cd,5200,-86,,,,,,,,,,M2012K11C,2212343,RP47
2026:09:06:16:59:47,4,26,38,DLU-Teacher,88:dc:97:12:62:cc,2422,-82,,,,,,,,,,M2012K11C,2212343,RP47
2026:09:06:16:59:47,4,27,38,DLU-Student-Lib,8e:dc:97:12:62:cf,2412,-63,,,,,,,,,,M2012K11C,2212343,RP47
2026:09:06:16:59:47,4,28,38,1.Free Wi-MESH,b4:5d:50:d7:e9:51,5220,-58,,,,,,,,,,M2012K11C,2212343,RP47
2026:09:06:16:59:47,4,29,38,DLU - WIMESH,b4:5d:50:d7:e9:50,5220,-60,,,,,,,,,,M2012K11C,2212343,RP47
2026:09:06:16:59:47,4,30,38,DLU-Student-Lib,8e:dc:97:12:62:cd,5200,-84,,,,,,,,,,M2012K11C,2212343,RP47
2026:09:06:16:59:47,4,31,38,DLU-Student-Lib,8e:dc:97:12:62:cc,2422,-79,,,,,,,,,,M2012K11C,2212343,RP47
2026:09:06:16:59:47,4,32,38,DLU-Student-Lib,8e:dc:97:12:65:22,5765,-81,,,,,,,,,,M2012K11C,2212343,RP47
2026:09:06:16:59:47,4,33,38,DLU-Teacher,88:dc:97:12:62:d0,5805,-67,,,,,,,,,,M2012K11C,2212343,RP47
2026:09:06:16:59:47,4,34,38,DLU - WIMESH,b4:5d:50:d7:e9:40,2462,-49,,,,,,,,,,M2012K11C,2212343,RP47
2026:09:06:16:59:47,4,35,38,DLU-Student-Lib,8e:dc:97:12:65:2a,2417,-75,,,,,,,,,,M2012K11C,2212343,RP47
2026:09:06:16:59:47,4,36,38,DLU-Teacher,88:dc:97:12:65:22,5765,-80,,,,,,,,,,M2012K11C,2212343,RP47
2026:09:06:16:59:47,4,37,38,DLU-Teacher,88:dc:97:12:65:21,2412,-76,,,,,,,,,,M2012K11C,2212343,RP47
2026:09:06:16:59:47,4,38,38,1.Free Wi-MESH,b4:5d:50:d7:e9:41,2462,-50,,,,,,,,,,M2012K11C,2212343,RP47
2026:09:06:17:00:38,5,1,35,DLU-Teacher,88:dc:97:12:65:57,2412,-70,,,,,,,,,,M2012K11C,2212343,RP47
2026:09:06:17:00:38,5,2,35,DLU-Teacher,88:dc:97:12:64:82,2432,-66,,,,,,,,,,M2012K11C,2212343,RP47
2026:09:06:17:00:38,5,3,35,DLU-Teacher,88:dc:97:12:64:83,5300,-63,,,,,,,,,,M2012K11C,2212343,RP47
2026:09:06:17:00:38,5,4,35,DLU-Student-Lib,8e:dc:97:12:62:c7,5500,-59,,,,,,,,,,M2012K11C,2212343,RP47
2026:09:06:17:00:38,5,5,35,DLU-Student-Lib,8e:dc:97:12:62:c6,2452,-64,,,,,,,,,,M2012K11C,2212343,RP47
2026:09:06:17:00:38,5,6,35,DLU-Teacher,88:dc:97:12:65:2b,5805,-77,,,,,,,,,,M2012K11C,2212343,RP47
2026:09:06:17:00:38,5,7,35,DLU-Teacher,88:dc:97:12:65:2a,2417,-74,,,,,,,,,,M2012K11C,2212343,RP47
2026:09:06:17:00:38,5,8,35,DLU-Student-Lib,8e:dc:97:12:62:d0,5805,-68,,,,,,,,,,M2012K11C,2212343,RP47
2026:09:06:17:00:38,5,9,35,DLU-Student-Lib,8e:dc:97:12:65:63,2452,-73,,,,,,,,,,M2012K11C,2212343,RP47
2026:09:06:17:00:38,5,10,35,DLU-Student-Lib,8e:dc:97:12:65:64,5200,-81,,,,,,,,,,M2012K11C,2212343,RP47
2026:09:06:17:00:38,5,11,35,DIRECT-ed-HP M203 LaserJet,5e:ea:1d:bb:49:ed,2462,-75,,,,,,,,,,M2012K11C,2212343,RP47
2026:09:06:17:00:38,5,12,35,DLU-Teacher,88:dc:97:12:65:58,5280,-75,,,,,,,,,,M2012K11C,2212343,RP47
2026:09:06:17:00:38,5,13,35,DLU-Teacher,88:dc:97:12:65:64,5200,-82,,,,,,,,,,M2012K11C,2212343,RP47
2026:09:06:17:00:38,5,14,35,DLU-Teacher,88:dc:97:12:65:63,2452,-74,,,,,,,,,,M2012K11C,2212343,RP47
2026:09:06:17:00:38,5,15,35,DLU-Student-Lib,8e:dc:97:12:65:2b,5805,-77,,,,,,,,,,M2012K11C,2212343,RP47
2026:09:06:17:00:38,5,16,35,DLU-Teacher,88:dc:97:12:62:c6,2452,-64,,,,,,,,,,M2012K11C,2212343,RP47
2026:09:06:17:00:38,5,17,35,DLU-Teacher,88:dc:97:12:62:c7,5500,-59,,,,,,,,,,M2012K11C,2212343,RP47
2026:09:06:17:00:38,5,18,35,DLU-Student-Lib,8e:dc:97:12:64:82,2432,-67,,,,,,,,,,M2012K11C,2212343,RP47
2026:09:06:17:00:38,5,19,35,DLU-Student-Lib,8e:dc:97:12:64:83,5300,-63,,,,,,,,,,M2012K11C,2212343,RP47
2026:09:06:17:00:38,5,20,35,Bảo Uyên xinh gái 💗,9a:05:22:19:3f:0e,2437,-68,,,,,,,,,,M2012K11C,2212343,RP47
2026:09:06:17:00:38,5,21,35,DLU-Student-Lib,8e:dc:97:12:65:58,5280,-75,,,,,,,,,,M2012K11C,2212343,RP47
2026:09:06:17:00:38,5,22,35,DLU-Teacher,88:dc:97:12:62:cf,2412,-63,,,,,,,,,,M2012K11C,2212343,RP47
2026:09:06:17:00:38,5,23,35,DLU-Teacher,88:dc:97:12:62:cd,5200,-84,,,,,,,,,,M2012K11C,2212343,RP47
2026:09:06:17:00:38,5,24,35,DLU-Student-Lib,8e:dc:97:12:65:21,2412,-75,,,,,,,,,,M2012K11C,2212343,RP47
2026:09:06:17:00:38,5,25,35,DLU-ThuVien,54:af:97:6b:ba:ce,2462,-82,,,,,,,,,,M2012K11C,2212343,RP47
2026:09:06:17:00:38,5,26,35,1.Free Wi-MESH,b4:5d:50:d7:e9:51,5220,-56,,,,,,,,,,M2012K11C,2212343,RP47
2026:09:06:17:00:38,5,27,35,DLU - WIMESH,b4:5d:50:d7:e9:50,5220,-57,,,,,,,,,,M2012K11C,2212343,RP47
2026:09:06:17:00:38,5,28,35,DLU-Student-Lib,8e:dc:97:12:62:cd,5200,-83,,,,,,,,,,M2012K11C,2212343,RP47
2026:09:06:17:00:38,5,29,35,DLU-Student-Lib,8e:dc:97:12:62:cc,2422,-71,,,,,,,,,,M2012K11C,2212343,RP47
2026:09:06:17:00:38,5,30,35,DLU-Student-Lib,8e:dc:97:12:65:22,5765,-80,,,,,,,,,,M2012K11C,2212343,RP47
2026:09:06:17:00:38,5,31,35,DLU-Teacher,88:dc:97:12:62:d0,5805,-68,,,,,,,,,,M2012K11C,2212343,RP47
2026:09:06:17:00:38,5,32,35,DLU - WIMESH,b4:5d:50:d7:e9:40,2462,-48,,,,,,,,,,M2012K11C,2212343,RP47
2026:09:06:17:00:38,5,33,35,DLU-Teacher,88:dc:97:12:65:22,5765,-79,,,,,,,,,,M2012K11C,2212343,RP47
2026:09:06:17:00:38,5,34,35,DLU-Teacher,88:dc:97:12:65:21,2412,-72,,,,,,,,,,M2012K11C,2212343,RP47
2026:09:06:17:00:38,5,35,35,1.Free Wi-MESH,b4:5d:50:d7:e9:41,2462,-48,,,,,,,,,,M2012K11C,2212343,RP47
2026:09:06:17:01:30,6,1,30,DLU-Teacher,88:dc:97:12:64:82,2432,-66,,,,,,,,,,M2012K11C,2212343,RP47
2026:09:06:17:01:30,6,2,30,DLU-Teacher,88:dc:97:12:64:83,5300,-66,,,,,,,,,,M2012K11C,2212343,RP47
2026:09:06:17:01:30,6,3,30,DLU-Student-Lib,8e:dc:97:12:62:c6,2452,-64,,,,,,,,,,M2012K11C,2212343,RP47
2026:09:06:17:01:30,6,4,30,DLU-Teacher,88:dc:97:12:65:2a,2417,-75,,,,,,,,,,M2012K11C,2212343,RP47
2026:09:06:17:01:30,6,5,30,TTTV-Intern2026,58:c1:7a:c2:dd:20,2412,-71,,,,,,,,,,M2012K11C,2212343,RP47
2026:09:06:17:01:30,6,6,30,DLU-Student-Lib,8e:dc:97:12:65:64,5200,-79,,,,,,,,,,M2012K11C,2212343,RP47
2026:09:06:17:01:30,6,7,30,DLU-Teacher,88:dc:97:12:64:c4,2452,-79,,,,,,,,,,M2012K11C,2212343,RP47
2026:09:06:17:01:30,6,8,30,DIRECT-ed-HP M203 LaserJet,5e:ea:1d:bb:49:ed,2462,-75,,,,,,,,,,M2012K11C,2212343,RP47
2026:09:06:17:01:30,6,9,30,DLU-Teacher,88:dc:97:12:65:58,5280,-76,,,,,,,,,,M2012K11C,2212343,RP47
2026:09:06:17:01:30,6,10,30,DLU-Student-Lib,8e:dc:97:12:64:c4,2452,-82,,,,,,,,,,M2012K11C,2212343,RP47
2026:09:06:17:01:30,6,11,30,DLU-Teacher,88:dc:97:12:65:64,5200,-81,,,,,,,,,,M2012K11C,2212343,RP47
2026:09:06:17:01:30,6,12,30,DLU-Teacher,88:dc:97:12:65:63,2452,-72,,,,,,,,,,M2012K11C,2212343,RP47
2026:09:06:17:01:30,6,13,30,DLU-Teacher,88:dc:97:12:62:c6,2452,-63,,,,,,,,,,M2012K11C,2212343,RP47
2026:09:06:17:01:30,6,14,30,DLU-Student-Lib,8e:dc:97:12:64:82,2432,-67,,,,,,,,,,M2012K11C,2212343,RP47
2026:09:06:17:01:30,6,15,30,DLU-Student-Lib,8e:dc:97:12:64:83,5300,-65,,,,,,,,,,M2012K11C,2212343,RP47
2026:09:06:17:01:30,6,16,30,Bảo Uyên xinh gái 💗,9a:05:22:19:3f:0e,2437,-68,,,,,,,,,,M2012K11C,2212343,RP47
2026:09:06:17:01:30,6,17,30,DLU-Student-Lib,8e:dc:97:12:65:58,5280,-76,,,,,,,,,,M2012K11C,2212343,RP47
